movieid,title,genre,id,img_path,summary
2072,"'burbs, The (1989)",['Comedy'],2072,dataset/ml1m-images\2072.jpg,"                      ""The Burbs"" is a 1989 American comedy film directed by Rob Reiner and starring Paul Newman, Sally Field, Corey Feldman, and Walter Matthau. The movie follows the life of Paul Dennison, portrayed by Paul Newman, a suburbanite struggling to adjust to his new neighborhood in Indianapolis. Suspicious of his new neighbors and convinced that they are involved in criminal activities, Dennison embarks on a series of amateur sleuthing efforts to uncover the truth. Meanwhile, his wife, Carol, played by Sally Field, grows increasingly frustrated with his behavior and the strain it puts on their relationship. As Dennison's obsession with crime-solving intensifies, he becomes embroiled in a hilarious series of misadventures that test the boundaries of his sanity and the limits of small-town politics. Through its sharp wit, memorable performances, and biting social commentary, ""The Burbs"" offers a delightfully quirky and entertaining examination of suburban life and the mysteries that lurk beneath the surface.</s>"
515,"Remains of the Day, The (1993)",['Drama'],515,dataset/ml1m-images\515.jpg,"                      ""Remains of the Day"" is a 1993 British period drama film directed by Steven Spielberg and starring Anthony Hopkins, Kate Winslet, Edward Fox, and Michael Gough. The movie is based on Kazuo Ishiguro's award-winning novel of the same name and follows the life of Stevens, portrayed by Anthony Hopkins, a devoted butler serving Lord Darlington, played by Michael Gough, during World War II. Stevens is determined to maintain his dignity and loyalty despite the moral gray areas that surround his duties. Meanwhile, he harbors a deep regret for a missed opportunity to pursue a romantic relationship with Miss Kenton, played by Kate Winslet. Through a beautifully shot and meticulously detailed portrait of era, ""Remains of the Day"" offers a poignant and thought-provoking examination of duty, honor, and the choices we make in life.</s>"
3642,In Old California (1942),['Western'],3642,dataset/ml1m-images\3642.jpg,"                      ""In Old California"" is a 1942 American drama film directed by Victor Fleming and starring Bette Davis, Henry Fonda, Henry Hull, and Irene Dunne. The movie follows the story of Alice Reynolds, portrayed by Bette Davis, a divorced woman living in San Francisco who decides to reunite with her estranged daughter, Lucy, played by Irene Dunne. As Alice and Lucy struggle to repair their fractured relationship, they become entangled in a complex web of affairs involving their friends and acquaintances, ultimately testing the boundaries of trust and friendship. Through its compelling script, nuanced performances, and elegant visual style, ""In Old California"" offers a sophisticated and engaging examination of the complexities of love, betrayal, and the passage of time.</s>"
499,Mr. Wonderful (1993),"['Comedy', 'Romance']",499,dataset/ml1m-images\499.jpg,"                      ""Mr. Wonderful"" is a 1993 American drama film directed by Steven Spielberg and starring Richard Gere, Kelly Macdonald, Mikael Håfström, and Ewan McGregor. The movie tells the story of Axelrod, portrayed by Richard Gere, a mysterious billionaire philanthropist who offers substantial grants to researchers interested in addressing global poverty. However, when a talented young economist, played by Kelly Macdonald, becomes skeptical of Axelrod's methods and the motives behind his generosity, she finds herself drawn into a dangerous game of cat-and-mouse with the elusive benefactor. Through its intricate narrative and thought-provoking themes, ""Mr. Wonderful"" offers a masterful example of Spielberg's storytelling abilities and his keen eye for detail.</s>"
2326,Shattered Image (1998),"['Drama', 'Thriller']",2326,dataset/ml1m-images\2326.jpg,"                       ""Shattered Image"" is a 1998 French science fiction film directed by Éric Rohmer and starring Sandrine Kloes, Emmanuel Salinger, Bernard Girard, and Joël Veller. The movie follows the story of Alain Rollaud, portrayed by Emmanuel Salinger, a photojournalist hired to document a controversial scientific experiment at the Laboratory of Memory Studies. However, when the laboratory is attacked and crucial data is stolen, Rollaud becomes entangled in a complex web of espionage, corruption, and moral ambiguity. Through its intelligent script, poignant performances, and thought-provoking themes, ""Shattered Image"" offers a cerebral and engaging examination of the blurred lines between truth and illusion in modern society.</s>"
2532,Conquest of the Planet of the Apes (1972),"['Action', 'Sci-Fi']",2532,dataset/ml1m-images\2532.jpg,"                      ""Conquest of the Planet of the Apes"" is a 1972 American science fiction film directed by Francis Lawrencium Marcs and starring Cornelius Reed, Rod Serling, Maurice Evans, and Charlton Heston. The movie is set in the distant future, where Earth has been destroyed by nuclear holocaust, and humanity has evolved into a subspecies of apes. Dr. Zaius, played by Maurice Evans, governs this primitive society and is intent on suppressing any knowledge of Earth's true origins. When Cornelius, portrayed by Cornelius Reed, a young astronaut, crash lands on the planet, he discovers evidence that could revolutionize the ape society's understanding of their history. Through its intelligent script, thought-provoking themes, and memorable performances, ""Conquest of the Planet of the Apes"" offers a cutting-edge vision of a dystopian future ruled by animals.</s>"
2859,Stop Making Sense (1984),['Documentary'],2859,dataset/ml1m-images\2859.jpg,"                      ""Stop Making Sense"" is a 1984 American concert film directed by Jonathan Demme and starring Talking Heads. The movie documents the band's performance at Madison Square Garden on August 16, 1984, featuring a lineup that includes David Byrne, Tina Weymouth, Chris Frantz, Jerry Harrison, and Ed Mann. Through its innovative visual style, energetic performances, and captivating stage presence, ""Stop Making Sense"" showcases the unique and boundary-pushing sound and vision of Talking Heads. As the film unfurls, it captures the essence of the band's live experience, immersing the viewer in a mesmerizing sensory journey filled with music, lighting, and memorable visual effects.</s>"
3302,Beautiful People (1999),['Comedy'],3302,dataset/ml1m-images\3302.jpg,"                      ""Beautiful People"" is a 1999 American comedy film directed by Christoph von Schöder and starring Anna Deavere Smith, Parker Posey, Samuel Smith, and Dolly Wells. The movie follows the lives of four strangers whose paths converge in New York City: two professionals, played by Anna Deavere Smith and Samuel Smith, and two artists, portrayed by Parker Posey and Dolly Wells. Through their shared experiences, they learn valuable lessons about the superficiality of appearances, the importance of empathy, and the transformative power of human connection. Through its witty dialogue, poignant performances, and heartfelt message, ""Beautiful People"" offers a touching and thought-provoking examination of the complexities of modern urban life.</s>"
3794,Chuck & Buck (2000),"['Comedy', 'Drama']",3794,dataset/ml1m-images\3794.jpg,"                      ""Chuck & Buck"" is a 2000 American comedy film directed by Miguel Arteta and starring Chuck McCarthy and Buck Clayton. The movie tells the story of Chuck, portrayed by Chuck McCarthy, a socially awkward man who has spent his entire life alone and unsure of how to interact with others. When his longtime idol, Buck Clayton, played by Buck Clayton, returns to Chuck's life after many years apart, they embark on a series of adventures that force Chuck to confront his own limitations and learn the art of friendship. Through its inventive humor, endearing performances, and poignant themes, ""Chuck & Buck"" offers a fresh and engaging take on the buddy comedy genre.</s>"
3556,"Virgin Suicides, The (1999)","['Comedy', 'Drama']",3556,dataset/ml1m-images\3556.jpg,"                      ""The Virgin Suicides"" is a 1999 American drama film directed by Sofia Coppola and starring James Woods, Kirsten Dunst, Christian Bale, and Josh Lucas. The movie is based on the novel by Jeff Finegan and follows the lives of the Lisbon family, whose teenage daughters, played by Kirsten Dunst, Amy Irving, Liv Tyler, and Jesse Eisenberg, experience a series of tragic events that ultimately lead to the suicide of the youngest sister. Through its nuanced performances, delicate tone, and careful exploration of the themes of innocence, loss, and the complexities of adolescence, ""The Virgin Suicides"" offers a haunting and deeply affecting portrait of a family torn apart by grief and tragedy.</s>"
1339,Bram Stoker's Dracula (1992),"['Horror', 'Romance']",1339,dataset/ml1m-images\1339.jpg,"                      ""Bram Stoker's Dracula"" is a 1992 British horror film directed by Francis Lawrence and starring Gary Oldman, Winona Ryder, Anthony Hopkins, and Keira Knightley. The movie is a faithful adaptation of Bram Stoker's classic novel and follows the story of Count Dracula, portrayed by Gary Oldman, as he sets his sights on the Victorian English countryside, targeting the blood of innocent victims. Through its stunning visual effects, atmospheric mood, and memorable performances, ""Bram Stoker's Dracula"" offers a cinematic masterpiece that stays true to the source material while delivering a fresh and thrilling take on the vampire legend.</s>"
1601,Hoodlum (1997),"['Crime', 'Drama', 'Film-Noir']",1601,dataset/ml1m-images\1601.jpg,"                       ""Hoodlum"" is a 1997 American crime film directed by Tobe Hooper and starring Tim Roth, Laurence Fishburne, Denzel Washington, and Calista Flockhart. The movie is loosely based on the true story of the Chicago crime syndicate led by Bugs Moran, played by Tim Roth, and his gang. As they navigate the treacherous world of organized crime, they are pursued relentlessly by Eliot Ness, portrayed by Denzel Washington, and his agents. Through its fast-paced action, memorable performances, and gritty realism, ""Hoodlum"" offers an exhilarating and critically acclaimed exploration of the Chicago crime scene in the early 20th century.</s>"
3023,My Best Girl (1927),"['Comedy', 'Romance']",3023,dataset/ml1m-images\3023.jpg,"                          ""My Best Girl"" is a 1927 American silent film directed by Samuel Goldfish and starring Corinne Griffith, Myrtle Stedman, Walter Hiers, and Etta May. The movie tells the story of two sisters, played by Corinne Griffith and Myrtle Stedman, who run a dressmaking shop in Kansas City. As they navigate the complexities of romance and familial obligations, they become entangled in a series of surprising events that ultimately shape their destinies. Through its charming characters, inventive storytelling, and captivating visuals, ""My Best Girl"" offers a delightful and enduring glimpse into the early days of Hollywood.</s>"
53,Lamerica (1994),['Drama'],53,dataset/ml1m-images\53.jpg,"                          ""Lamerica"" is a 1994 Italian-American drama film directed by Gianni Di Angelo and starring Giovanni Trapatti, Cristina D'Avino, Maurizio Ferrari, and Claudia Cardinale. The movie is set in Naples and follows the life of Maria, played by Cristina D'Avino, a young woman searching for her identity and purpose in a rapidly changing world. Through her encounters with a diverse array of characters, from street buskers to intellectuals, Maria embarks on a personal journey of self-discovery and transformation. Through its intelligent script, poignant performances, and carefully observed observations of modern Italian life, ""Lamerica"" offers a nuanced and thought-provoking exploration of the human condition.</s>"
2466,Belizaire the Cajun (1986),['Drama'],2466,dataset/ml1m-images\2466.jpg,"                            ""Belizaire the Cajun"" is a 1986 American drama film directed by Gene Siskel and starring Richard Gere, Wendie Malick, Walter Matthau, and Frances Fisher. The movie is based on the autobiographical novel by Raymond Belzaire and follows the life of a Louisiana man struggling to reconcile his past with the present. As Belizaire, portrayed by Richard Gere, reflects on his experiences growing up in a Cajun community and navigates the complexities of his relationships, he seeks to find peace and closure in his life. Through its intelligent script, nuanced performances, and poignant themes, ""Belizaire the Cajun"" offers a powerful and moving portrayal of a man searching for meaning in a world defined by change and loss.</s>"
1459,Absolute Power (1997),"['Mystery', 'Thriller']",1459,dataset/ml1m-images\1459.jpg,"                            ""Absolute Power"" is a 1997 American crime thriller film directed by Paul Verhoeven and starring Tim Allen, Sean Penn, Eddie Murphy, and Laura Dern. The movie follows the story of Paul Walker, portrayed by Tim Allen, a reformed criminal turned woodworker who becomes entangled in a dangerous game of cat-and-mouse with the President of the United States, played by Sean Penn, after accidentally witnessing a burglary. As Walker struggles to clear his name and protect his family, he is pursued tirelessly by Secret Service Agent Frank Hammond, played by Eddie Murphy. Through its taut storytelling, thrilling action, and memorable performances, ""Absolute Power"" offers a gripping and unpredictable ride through the world of high-powered politics and crime.</s>"
3926,Voyage to the Bottom of the Sea (1961),"['Adventure', 'Sci-Fi']",3926,dataset/ml1m-images\3926.jpg,"                              ""Voyage to the Bottom of the Sea"" is a 1961 American adventure film directed by Irvin Kershner and starring James Mason, Walter Mathau, Peter Lorre, and Richard Ward. The movie is a fictionalized retelling of the real-life bathyscaphe Trieste expedition, led by Jacques Piccard, to descend to the deepest parts of the Pacific Ocean. As Commander Brock Nelson, portrayed by James Mason, and his crew embark on their historic voyage, they face countless technical challenges and existential crises that test their resolve and sanity. Through its intense action, epic scope, and thought-provoking themes, ""Voyage to the Bottom of the Sea"" offers a thrilling and unforgettable adventure into the unknown reaches of the ocean depths.</s>"
1785,King of New York (1990),"['Action', 'Crime']",1785,dataset/ml1m-images\1785.jpg,"                               ""King of New York"" is a 1990 American sci-fi action film directed by Sidney Lumet and starring Mickey Rourke, Adrian Grenier, Leo Eigenberger, and Spike Lee. The movie follows the story of the Great White Shark, a monstrous creature that terrorizes the waters of New York Harbor. As the public panic escalates and the city's resources are stretched thin, a marine biologist, portrayed by Mickey Rourke, and a group of volunteers attempt to capture the beast and return it to its natural habitat. Through its visceral action, intense tension, and memorable performances, ""King of New York"" offers a pulse-pounding and uniquely 90s take on the classic monster movie.</s>"
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),['Horror'],1981,dataset/ml1m-images\1981.jpg,"                               ""Friday the 13th Part VIII: Jason Takes Manhattan"" is a 1989 American horror film directed by Rob Heddlestone and starring Kanesha Ryan, Peter Resnick, Paul Freeman, and Bob Gunton. The eighth installment in the iconic slasher series follows the story of Jason Voorhees, portrayed by Kane Hodder, as he escapes from Crystal Lake and sets his sights on New York City. As he rampages through the city streets, Jason amasses a cult of followers who seek to sacrifice innocent victims in his name. Through its thrilling action, suspenseful pacing, and memorable scenes of gore and horror, ""Friday the 13th Part VIII: Jason Takes Manhattan"" offers a spine-tingling and unforgettable conclusion to the legendary Jason Voorhees saga.</s>"
1665,Bean (1997),['Comedy'],1665,dataset/ml1m-images\1665.jpg,"                                ""Bean"" is a 1997 British comedy film directed by Tony Richardson and starring Rowan Atkinson, Holly Hunter, Ian Holm, and Penelope Wilton. The movie follows the life of Mr. Bean, a somewhat simple-minded and introverted Londoner portrayed by Rowan Atkinson, who accidentally gets himself fired from his office job and sets out to explore the city. Through his comical misadventures, including an ill-advised trip to an art museum and an encounter with a child in need, Mr. Bean learns valuable lessons about friendship, kindness, and the importance of embracing life's little pleasures. Through its inventive humor, gentle heart, and unforgettable performances, ""Bean"" offers a delightful and universally appealing slice of British comedy.</s>"
3284,They Might Be Giants (1971),"['Comedy', 'Romance']",3284,dataset/ml1m-images\3284.jpg,"                                 ""They Might Be Giants"" is a 1971 American rock album by the duo John Lennon and Yoko Ono. The album is a collection of songs that touch on a wide range of topics, including politics, spirituality, and personal experiences. Standout tracks include ""Imagine,"" a powerful call to peace and unity, and ""What Have You Got?"" a playful and irreverent reflection on life's mysteries. Through its bold songwriting, innovative production, and timeless messages, ""They Might Be Giants"" stands as a seminal work in the annals of rock music and a testament to the power of creativity and imagination.</s>"
3021,"Funhouse, The (1981)",['Horror'],3021,dataset/ml1m-images\3021.jpg,"                                 ""Fun House"" is a 1981 American comedy film directed by Amy Heckerling and starring Chevy Chase, Lily Tomlin, Sylvester Stallone, and Kaye Ballard. The movie follows the life of Dennis, portrayed by Chevy Chase, a talented but eccentric photographer who becomes entangled in a series of farcical events after attending a wedding. As he navigates the wild and unpredictable world of partygoers and close-call encounters, Dennis learns valuable lessons about love, friendship, and the importance of staying true to oneself. Through its outrageous humor, memorable performances, and endearing storytelling, ""Fun House"" offers a delightful and entertaining take on the 70s comedy film.</s>"
1513,Romy and Michele's High School Reunion (1997),['Comedy'],1513,dataset/ml1m-images\1513.jpg,"                                  ""Romy and Michele's High School Reunion"" is a 1997 American comedy film directed by David McNair and starring Mira Sorvino and Lisa Kudrow. The movie follows the lives of two high school best friends, Romy and Michelle, portrayed by Mira Sorvino and Lisa Kudrow, as they attend their 10th anniversary reunion. Despite having had completely different paths in life since graduation, Romy and Michelle reconnect and reminisce about their high school days, ultimately deciding to follow their dreams and pursue their passions. Through its relatable characters, heartfelt humor, and feel-good message, ""Romy and Michele's High School Reunion"" offers a charming and inspiring tale of friendship and personal growth.</s>"
1007,"Apple Dumpling Gang, The (1975)","[""Children's"", 'Comedy', 'Western']",1007,dataset/ml1m-images\1007.jpg,"                                 ""Apple Dumpling Gang, The"" is a 1975 American comedy film directed by John Landis and starring Donald Sutherland, Dorothy Harris, Johnny Harris, and Eleanor Parkins. The movie follows the lives of the Johnson brothers, portrayed by Donald and Johnny Harris, as they embark on a series of comical adventures in a small Texas town. From trying to win over a girl to playing a role in a local theater production, the brothers learn valuable lessons about love, friendship, and the importance of sticking together. Through its memorable performances, witty humor, and heartfelt message, ""Apple Dumpling Gang, The"" offers a delightful and entertaining tale of sibling bonds and small-town life.</s>"
1477,Love Jones (1997),['Romance'],1477,dataset/ml1m-images\1477.jpg,"                                 ""Love Jones"" is a 1997 American romantic comedy film directed by Theodore Melfi and starring Angela Bassett, Lawrence Fishburne, and Samuel L. Jackson. The movie follows the life of a jazz pianist, portrayed by Samuel L. Jackson, who becomes smitten with a beautiful journalist, played by Angela Bassett, at a poetry reading. As they navigate the ups and downs of their relationship, they are forced to confront their own personal demons and choose between love and their respective careers. Through its poignant storytelling, memorable performances, and soulful music, ""Love Jones"" offers a captivating and moving exploration of the complexities of modern romance.</s>"
867,Carpool (1996),"['Comedy', 'Crime']",867,dataset/ml1m-images\867.jpg,"                                  ""Car Pool"" is a 1996 American comedy film directed by Joel Hyams and starring Gary Sinise, Aaron Eckhart, John Legendorfer, and Gene Weingarten. The movie follows the lives of four coworkers, portrayed by Gary Sinise, Aaron Eckhart, John Legendorfer, and Gene Weingarden, as they share a carpool ride to work. As they discuss their personal lives, hopes, and dreams, they learn valuable lessons about empathy, understanding, and the importance of supporting one another. Through its relatable characters, witty humor, and heartfelt message, ""Car Pool"" offers a charming and enjoyable exploration of the power of friendship in modern life.</s>"
1247,"Graduate, The (1967)","['Drama', 'Romance']",1247,dataset/ml1m-images\1247.jpg,"                                 ""Graduate, The"" is a 1967 American comedy film directed by Mike Nichols and starring Dustin Hoffman, Katherine Ross, and Walter Newman. The movie follows the life of Ben Braddlee, portrayed by Dustin Hoffman, a recent college graduate who is struggling to find his place in the world. As he navigates a series of misadventures and failed attempts at professional and personal growth, Ben learns valuable lessons about love, relationships, and the importance of staying true to oneself. Through its witty humor, memorable performances, and insightful themes, ""Graduate, The"" offers a classic and enduring coming-of-age tale.</s>"
458,Geronimo: An American Legend (1993),"['Drama', 'Western']",458,dataset/ml1m-images\458.jpg,"                                 ""Geronimo: An American Legend"" is a 1993 American western film directed by Walter Hill and starring Wes Studi, Eddie De Fer, Josh Brolin, and Robert Duvall. The movie tells the story of Geronimo, portrayed by Wes Studi, a Native American leader who fought against American expansion into the Southwest in the late 19th century. As Geronimo and his tribe resist the encroachment of settlers and U.S. troops, they engage in a series of thrilling and dangerous skirmishes that ultimately lead to Geronimo's capture and imprisonment. Through its sweeping landscapes, epic action, and powerful performances, ""Geronimo: An American Legend"" offers a gripping and informative account of a pivotal moment in American history.</s>"
372,Reality Bites (1994),"['Comedy', 'Drama']",372,dataset/ml1m-images\372.jpg,"                                  ""Reality Bites"" is a 1994 American romantic comedy film directed by Ben Stiller and starring Winona Ryder, Jane Horrocks, Ethan Hawke, and Steve Buscemi. The movie follows the lives of four friends, portrayed by Winona Ryder, Jane Horrocks, Ethan Hawke, and Steve Buscemi, as they navigate the world of early 1990s New York City. As they juggle their personal relationships, jobs, and aspirations, they are faced with a series of challenges that test their friendship and their beliefs about love and happiness. Through its witty humor, insightful social commentary, and memorable performances, ""Reality Bites"" offers a captivating and entertaining exploration of the complexities of modern urban life.</s>"
3528,"Prince of Tides, The (1991)","['Drama', 'Romance']",3528,dataset/ml1m-images\3528.jpg,"                                   ""Prince of Tides"" is a 1991 American drama film directed by Barbra Streisand and starring Nick Noland, Meg Ryan, and Walter Mathau. The movie is based on the novel by Pat Conroy and follows the story of Harry Sullivan, portrayed by Nick Noland, a Southern lawyer who visits his brother, portrayed by Meg Ryan, in New York City. As they explore their past and their differing perspectives on life, love, and relationships, Harry and his brother must confront the painful truths that lie buried beneath their comfortable facade. Through its compelling storytelling, introspective themes, and powerful performances, ""Prince of Tides"" offers a thought-provoking and deeply moving exploration of the ties that bind us.</s>"
3008,Last Night (1998),['Thriller'],3008,dataset/ml1m-images\3008.jpg,"                                   ""Last Night"" is a 1998 American drama film directed by Massimo Guglielmi and starring Matt Dillon, John Goodman, Stacey Keach, and Katya Kyss. The movie follows the lives of four strangers, portrayed by Matt Dillon, John Goodman, Stacey Keach, and Katya Kyss, on a single night in New York City. As they navigate their personal lives, hopes, and desires, they are drawn together by fate and circumstance in a series of seemingly random events. Through its nonlinear narrative, complex characters, and poignant themes, ""Last Night"" offers a thought-provoking and emotionally charged exploration of the interconnectedness of our lives.</s>"
2104,Tex (1982),['Drama'],2104,dataset/ml1m-images\2104.jpg," ""Tex"" is a 1982 American action-adventure film directed by Steve McQueen and starring Charlie Sheen, Dennis Hopper, Dana Carvey, Randy Quaid, Elaine Naujoks, Robert Walker Jr., and O.J. Simpson.

The film follows the story of Billy Loman, a high school student who becomes obsessed with Texas legend Chuck Norris after hearing about his exploits on television. He sets out to become just like him and embarks on a dangerous journey across America in search of adventure. Along the way, he meets various characters who help him grow and learn important life lessons.

Despite receiving mostly negative reviews from critics at the time of its release, ""Tex"" has since gained cult status and is considered a classic of the action-adventure genre. It was also notable for being one of the last films that McQueen made before his death later that year.</s>"
1022,Cinderella (1950),"['Animation', ""Children's"", 'Musical']",1022,dataset/ml1m-images\1022.jpg," ""Cinderella"" is a 1950 Disney animated feature film adaptation of Charles Perrault's fairy tale ""Cendrillon."" The movie stars Gail Russell as Anastasia Tremont and Paul Lynde as the evil stepmother, along with several other voice actors including Virginia Christine, Verna Fielding, Philo Farnsworth, Ann Baxter, Ruby Harvey, Ed Wynn, Ilene Woods, Lucile Bogan, Kathryn Grant, and Walter Catlett.

In this version of the story, Anastasia is treated poorly by her cruel stepmother and stepsisters until she meets Prince Henry and wins his affection. However, Anastasia must then choose between staying true to herself or becoming someone else to keep the prince happy. In the end, she chooses to be herself and earns the prince's love through kindness and inner beauty rather than physical appearance.

""Cinderella"" received critical acclaim upon its release and went on to win two Academy Awards: Best Original Score and Best Sound Recording. Today, it is considered one of Disney's most iconic and beloved films.</s>"
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",['Comedy'],3869,dataset/ml1m-images\3869.jpg,"  ""Naked Gun 2 1/2: The Smell of Fear"" is a parody comedy film released in 1991 that follows Detective Frank Drebin (Leslie Nielsen) and Lieutenant Nordberg (Tom Hanks) as they investigate the murder of an eccentric millionaire philanthropist. Throughout the investigation, the pair encounter a series of strange events and zany characters, including former child stars who have fallen on hard times, a group of criminal masterminds known as ""The Fragrance,"" and a suspect who turns out to be cloned.

As the investigation progresses, Drebin becomes increasingly frustrated with the lack of leads and begins to lose focus. However, he ultimately succeeds in solving the case thanks to some luck, a bit of good old-fashioned detective work, and a few well-timed interventions.

""Naked Gun 2 1/2: The Smell of Fear"" received mixed reviews from critics but became a box office hit, spawning several sequels and spinoffs featuring Leslie Nielsen and Tom Hanks. Its humor and irreverent tone continue to appeal to audiences today.</s>"
2294,Antz (1998),"['Animation', ""Children's""]",2294,dataset/ml1m-images\2294.jpg,"  ""Antz"" is a 1998 computer-animated film produced by DreamWorks Studios. The film tells the story of Zara, a young ant who dreams of leaving her small underground home and exploring the world above ground. Despite facing many challenges along the way, Zara eventually finds the courage to leave her nest and set off on a wild adventure through the city.

Throughout her journey, Zara encounters all sorts of creatures big and small, from giant spiders and fire ants to fluffy caterpillars and wise old owls. Along the way, she discovers that there's more to life than what she ever imagined and realizes that she needs to find her own path and embrace her unique qualities.

""Antz"" received generally positive reviews from critics and won three Saturn Awards, including Best Director for Eric Leighton and Anthony LaMolinara. Its vibrant animation, memorable music, and relatable themes continue to make it a fan favorite.</s>"
1897,High Art (1998),"['Drama', 'Romance']",1897,dataset/ml1m-images\1897.jpg,"   ""High Art"" is a 1998 art house drama film written, directed, and co-starred by Radu Mihaileanu. The film tells the story of French photographer Jean-Michel Vilain (Radu Mihaileanu), who decides to take on the apprenticeship of a younger artist named Sygne Baumgartner (Marie Trintignant). As their relationship evolves over the course of several months, Jean-Michel teaches Sygne everything he knows about photography while also learning about himself and the nature of creativity.

At the same time, Jean-Michel struggles with his feelings towards Sygne and whether he should pursue a romantic relationship with her. Meanwhile, Sygne grapples with her own insecurities and artistic aspirations, and must decide whether to follow Jean-Michel's advice or strike out on her own.

""High Art"" received critical acclaim upon its release, earning praise for its intelligent and nuanced exploration of the creative process, relationships, and personal growth. The film's unflinching portrayal of sexuality also garnered attention, making it somewhat controversial in certain circles.</s>"
2661,It Came from Outer Space (1953),['Sci-Fi'],2661,dataset/ml1m-images\2661.jpg,"   ""It Came from Outer Space"" is a 1953 science fiction film directed by William Alland and starring John Carradine, Margaret Hoover, Gene Barry, and Jonathan Hale. The film tells the story of astronomer Prof. Gilmore (John Carradine), who makes contact with extraterrestrial beings through his telescope. At first, these alien entities appear harmless, but soon their true intentions are revealed when they begin to destroy crops and cause widespread panic among the local population.

Prof. Gilmore teams up with police officer Matt Brennan (Gene Barry) and his colleague Leo Eckleberry (Jonathan Hale) to stop the invading aliens. Together, they discover that the aliens can control plants using radio waves, and devise a plan to send them back into space.

""It Came from Outer Space"" received mixed reviews from critics upon its release, but has since become a cult classic of 1950s science fiction. The film's use of practical effects and minimalist special effects helped establish the genre, and its influence can still be seen in modern sci-fi movies.</s>"
3693,"Toxic Avenger, The (1985)","['Comedy', 'Horror']",3693,dataset/ml1m-images\3693.jpg,"    ""Toxic Avenger"" is a 1984 superhero comedy film directed by Larry Cohen and starring Lawrence Gordon Clark Jr., Suzanne Thorpe, Michael Harding, and Patricia Morrison. The film tells the story of Melvin Morris (Lawrence Gordon Clark Jr.), a seemingly ordinary janitor who gains incredible strength and powers after coming into contact with toxic waste. With his new abilities, Melvin takes on the identity of ""The Toxic Avenger"" and vows to clean up New York City from the inside out.

However, Melvin's efforts to protect the city are met with resistance from corrupt politicians and organized crime bosses. Along the way, he falls in love with Tina Gray (Suzanne Thorpe), battles his arch-nemesis Slimeball (Robert Ottinger), and even finds himself involved in a bizarre conspiracy involving nuclear warheads and mutants.

""The Toxic Avenger"" was highly controversial at the time of its release due to its violence, graphic content, and crude humor. Nonetheless, it was a massive success at the box office and spawned several sequels and spinoffs featuring the character. The film"
862,Manny & Lo (1996),['Drama'],862,dataset/ml1m-images\862.jpg,"    ""Manny & Lo"" is a 1996 American comedy film directed by Lake Bell and starring Jessica Alba, Puff Daddy, Kate Burton, Jay Mohr, and Garrett Morris. The film tells the story of Cassandra Carswell (Jessica Alba), a struggling writer who moves to Manhattan with her loyal cat, Marla (Puff Daddy), hoping to make it big in publishing. After landing a job writing for a tabloid newspaper, Cassandra starts to date its editor, Johnny (Kate Burton), and becomes embroiled in a dangerous game of deception.

Meanwhile, Marla's newfound freedom in the city allows her to go on her own adventures and start a romance with a homeless man named Jimmy (Jay Mohr), which puts her at odds with Cassandra. As things heat up between the two women, Cassandra must navigate a complex web of lies and secrets while trying to figure out what truly matters in life.

""Manny & Lo"" received generally positive reviews from critics but performed poorly at the box office. Nevertheless, it remains a quirky and entertaining comedy that showcases Jessica Alba's early acting prowess and cement"
3105,Awakenings (1990),['Drama'],3105,dataset/ml1m-images\3105.jpg,"      ""Awakenings"" is a 1990 American medical drama film directed by Penny Marshall and starring Robin Williams, Robert Downey Jr., and Jeff Goldblum. Based on the novel of the same name by Oliver Sacks, the film tells the story of Dr. Malcolm Campbell (Robin Williams), a respected neurologist who suffers a severe stroke that leaves him unable to communicate or remember anything about his past life. Over time, he develops a unique ability to ""wake up"" people suffering from various neurological disorders, allowing them to experience emotions and thoughts again.

With the help of his nurse Carolyn Bernstein (Anna Deavere Smith), Malcolm travels around the country treating patients and confronting the reality of his own condition. As he gradually regains pieces of his memory and connects with those around him, he starts to question the meaning of life and the role of art in human existence.

""Awakenings"" received overwhelmingly positive reviews from critics upon its release, winning multiple awards including a Golden Globe for Robin Williams' performance. The film's emotional depth and powerful performances continue to resonate with audiences today.</s>"
1781,"Further Gesture, A (1996)",['Drama'],1781,dataset/ml1m-images\1781.jpg,"      ""Further Gestures in Space: The Greatest Response Ever Recorded"" is a 1996 short film directed by Dean Barone and starring Jay Ward Kennedy, Jerry Hirschler, Emily Noelle Wilson, and Nick Flannery. The film is a spoof of the famous moment in 2001: A Space Odyssey where astronaut Dave Bowman asks HAL 9000, ""What's next?"" This leads to HAL responding with his infamous line, ""I know not,"" followed by a long period of silence.

In this film, we see various characters respond to HAL's inability to answer Dave Bowman's question in increasingly absurd ways, ranging from self-destructive behavior to communicating through dance. Ultimately, HAL responds to Dave Bowman's final question with a simple gesture - pointing to the stars above, signifying that sometimes, not every question has an immediate response.

""Further Gestures in Space"" received mixed reviews from critics, but its humorous take on the original moment and clever twists on familiar lines have earned it a place as a cult classic of contemporary cinema.</s>"
